,loudness-dBFS,loudness-TP,loudness-dB,mfcc-0,mfcc-1,mfcc-2,mfcc-3,mfcc-4,mfcc-5,mfcc-6,mfcc-7,mfcc-8,mfcc-9,mfcc-10,mfcc-11,mfcc-12,chroma-A,chroma-A#,chroma-B,chroma-C,chroma-C#,chroma-D,chroma-D#,chroma-E,chroma-F,chroma-F#,chroma-G,chroma-G#,specshape-centroid,specshape-spread,specshape-skewness,specshape-kurtosis,specshape-rolloff,specshape-flatness,specshape-crest,sinefeaturefreqs-0,sinefeaturefreqs-1,sinefeaturefreqs-2,sinefeaturefreqs-3,sinefeaturefreqs-4,sinefeaturefreqs-5,sinefeaturefreqs-6,sinefeaturefreqs-7,sinefeaturefreqs-8,sinefeaturefreqs-9,sinefeaturemags-0,sinefeaturemags-1,sinefeaturemags-2,sinefeaturemags-3,sinefeaturemags-4,sinefeaturemags-5,sinefeaturemags-6,sinefeaturemags-7,sinefeaturemags-8,sinefeaturemags-9
0,-79.3543,-66.2266,0.000117284,-379.466,-62.687,-43.7354,-56.31,-49.4129,-52.7443,-54.5608,-60.2863,-53.0046,-50.9585,-54.7045,-52.9162,-51.796,1.11483e-07,1.10118e-07,1.09433e-07,1.13585e-07,1.15597e-07,1.14693e-07,1.14847e-07,1.1157e-07,1.05295e-07,1.06584e-07,1.07864e-07,1.09645e-07,6605.22,7292.41,0.803848,2.15756,20506.5,-4.50625,26.0317,459.105,814.115,1317.83,1759.43,2207.66,2989.05,3883.75,14406.5,20190.9,21167.7,7.62485e-05,3.55509e-05,3.79709e-05,2.19217e-05,4.13404e-05,1.88337e-05,2.02435e-05,2.07369e-05,2.63224e-05,1.71707e-05
1,-78.6152,-66.2266,0.000123479,-380.206,-66.1703,-34.5701,-63.2515,-56.086,-52.2055,-50.1873,-54.2996,-59.2983,-64.1552,-53.5317,-44.2697,-46.4796,6.02625e-08,5.80549e-08,5.65804e-08,5.71545e-08,6.20631e-08,6.6126e-08,6.45584e-08,6.42085e-08,6.25499e-08,6.02287e-08,5.99222e-08,6.03037e-08,7363.85,7228.1,0.552275,1.81796,20183.6,-3.63592,22.6583,1358.84,1659.24,2228.73,3664.41,9994.49,11057.9,15974.3,17817.2,18214.6,19046.8,5.19722e-05,4.01411e-05,2.90254e-05,2.12268e-05,1.80299e-05,1.79477e-05,2.06814e-05,1.84372e-05,1.67969e-05,2.33929e-05
2,-78.1681,-66.2266,0.000132111,-387.119,-72.6561,-44.489,-58.1974,-54.1788,-56.6345,-52.0,-54.5947,-54.0177,-53.9781,-47.9083,-52.1122,-49.0498,2.62557e-08,2.38564e-08,2.3097e-08,2.49612e-08,2.80971e-08,2.81806e-08,2.81395e-08,3.0415e-08,2.80862e-08,2.48772e-08,2.45857e-08,2.57879e-08,8032.35,7177.62,0.484344,1.81884,20759.4,-2.85266,20.2604,660.692,1317.74,1748.78,2211.93,3386.02,4981.91,9098.76,13694.8,21302.6,0.0,4.56712e-05,4.47023e-05,2.13724e-05,3.37496e-05,2.2328e-05,2.00649e-05,1.62442e-05,1.93878e-05,2.19527e-05,0.0
3,-77.5812,-66.2266,0.000124769,-387.474,-75.606,-44.6965,-59.0465,-53.2121,-49.6257,-46.5247,-52.85,-56.4823,-50.3885,-50.0046,-47.7072,-45.1826,6.6682e-08,6.5285e-08,6.2919e-08,6.45143e-08,6.79915e-08,6.69067e-08,6.76898e-08,6.86713e-08,6.634e-08,6.5576e-08,6.73583e-08,6.75232e-08,7003.03,6876.86,0.626993,2.0397,19848.3,-3.81793,25.2613,666.844,1376.45,1831.57,2221.81,3093.44,5081.79,7233.63,13773.6,16524.0,17864.6,4.82947e-05,4.2621e-05,2.62517e-05,3.20849e-05,2.07029e-05,2.39234e-05,1.60873e-05,1.69436e-05,1.63032e-05,2.17345e-05
4,-78.0779,-66.2266,0.000122873,-387.552,-68.1266,-38.9045,-64.2446,-49.2339,-50.616,-50.943,-59.1009,-53.5443,-54.4742,-63.393,-54.8722,-49.5472,4.69241e-08,4.55996e-08,4.37352e-08,4.44843e-08,5.03328e-08,4.93911e-08,4.76186e-08,4.81129e-08,4.4644e-08,4.32112e-08,4.37733e-08,4.60836e-08,7948.25,7509.81,0.457023,1.69257,20899.0,-3.46607,23.3128,905.177,1298.52,1658.6,2367.05,6883.1,17850.2,20823.8,21718.4,0.0,0.0,2.56146e-05,3.75465e-05,2.85425e-05,2.37216e-05,1.77246e-05,2.63993e-05,1.68658e-05,1.98449e-05,0.0,0.0
5,-78.2109,-66.2266,0.000127558,-391.033,-69.3522,-41.9213,-57.6855,-46.3454,-47.6786,-49.1751,-63.546,-59.2493,-59.7685,-57.6504,-52.7425,-54.3932,2.51439e-08,2.37581e-08,2.32159e-08,2.621e-08,2.81742e-08,2.79956e-08,2.99043e-08,3.07591e-08,2.90321e-08,2.79309e-08,2.7405e-08,2.66689e-08,7780.25,7194.71,0.490407,1.76907,20353.1,-3.08383,19.3536,292.626,953.163,1423.02,1717.77,2154.49,2746.06,20186.9,0.0,0.0,0.0,0.000107878,1.66833e-05,2.73513e-05,2.77764e-05,2.90205e-05,1.89336e-05,1.84978e-05,0.0,0.0,0.0
6,-77.8859,-66.2266,0.00443074,-378.767,-66.5279,-36.5638,-58.9166,-54.6123,-51.3789,-51.7479,-56.8409,-53.6475,-46.0523,-52.6616,-53.6697,-52.3938,1.50685e-07,1.47546e-07,1.44397e-07,1.45908e-07,1.47324e-07,1.48096e-07,1.48795e-07,1.47779e-07,1.42152e-07,1.45668e-07,1.49044e-07,1.5194e-07,6381.29,6996.22,0.750844,2.13107,20066.4,-4.73829,27.0142,768.223,1310.47,1823.16,2415.64,5186.31,9646.17,12859.4,15934.4,17358.8,21325.9,5.57749e-05,3.4042e-05,4.25365e-05,2.41783e-05,2.12053e-05,1.59663e-05,1.91841e-05,2.41652e-05,1.71086e-05,1.8781e-05
7,-47.0705,-30.2418,0.00803613,-396.476,-81.5566,-48.5814,-64.0687,-55.4294,-46.6857,-51.5304,-61.7392,-58.7606,-56.6981,-58.2261,-56.8954,-48.8593,1.49254e-08,1.49498e-08,1.35321e-08,1.42539e-08,1.65664e-08,1.67957e-08,1.87667e-08,1.8231e-08,1.57837e-08,1.5631e-08,1.45119e-08,1.42315e-08,8456.02,6909.96,0.370236,1.80159,20412.2,-2.19141,19.5319,373.561,1343.62,1698.53,2287.89,3037.49,10069.5,14621.7,0.0,0.0,0.0,5.90269e-05,3.74685e-05,2.19021e-05,2.56124e-05,1.97333e-05,1.7572e-05,1.75135e-05,0.0,0.0,0.0
8,-41.8991,-30.2418,0.0152674,-382.16,-66.8033,-38.3972,-65.3833,-56.0042,-56.4676,-54.798,-46.3026,-48.9743,-51.3785,-56.0301,-52.1061,-51.7444,6.85401e-08,6.49922e-08,6.15132e-08,6.19411e-08,6.32837e-08,6.44856e-08,6.53132e-08,6.59353e-08,6.51687e-08,6.51457e-08,6.69524e-08,6.89729e-08,7228.81,7190.77,0.569488,1.85948,20283.7,-3.86184,24.2709,807.306,1300.7,1673.3,3115.55,13735.0,14439.9,14940.1,18311.4,21810.8,0.0,6.78216e-05,4.09559e-05,2.52378e-05,2.30815e-05,2.07108e-05,1.85231e-05,1.67642e-05,1.86559e-05,1.71376e-05,0.0
9,-36.3247,-19.0931,0.0300679,-379.137,-69.3586,-35.6891,-55.7752,-54.1532,-57.5518,-51.3928,-54.0237,-54.0954,-49.5143,-57.321,-53.1489,-51.9043,1.2017e-07,1.19861e-07,1.1706e-07,1.18892e-07,1.18406e-07,1.1963e-07,1.17634e-07,1.1576e-07,1.11689e-07,1.12756e-07,1.16424e-07,1.17744e-07,7125.44,7247.59,0.592451,1.8941,20275.4,-4.1573,26.2356,440.645,880.284,1296.92,1737.52,2222.69,6084.24,9773.53,10587.3,11338.3,12889.1,6.66404e-05,4.22499e-05,3.83753e-05,2.46032e-05,2.06706e-05,1.92909e-05,1.83916e-05,2.12482e-05,1.89561e-05,1.61143e-05
