,loudness-dBFS,loudness-TP,loudness-dB,mfcc-0,mfcc-1,mfcc-2,mfcc-3,mfcc-4,mfcc-5,mfcc-6,mfcc-7,mfcc-8,mfcc-9,mfcc-10,mfcc-11,mfcc-12,chroma-A,chroma-A#,chroma-B,chroma-C,chroma-C#,chroma-D,chroma-D#,chroma-E,chroma-F,chroma-F#,chroma-G,chroma-G#,specshape-centroid,specshape-spread,specshape-skewness,specshape-kurtosis,specshape-rolloff,specshape-flatness,specshape-crest,sinefeaturefreqs-0,sinefeaturefreqs-1,sinefeaturefreqs-2,sinefeaturefreqs-3,sinefeaturefreqs-4,sinefeaturefreqs-5,sinefeaturefreqs-6,sinefeaturefreqs-7,sinefeaturefreqs-8,sinefeaturefreqs-9,sinefeaturemags-0,sinefeaturemags-1,sinefeaturemags-2,sinefeaturemags-3,sinefeaturemags-4,sinefeaturemags-5,sinefeaturemags-6,sinefeaturemags-7,sinefeaturemags-8,sinefeaturemags-9
0,-38.5644,-29.7025,0.013076,-81.3965,71.2095,-11.6768,0.579947,13.5953,8.04782,-1.16004,-1.72368,-3.8264,-5.89647,-11.7538,-13.1163,-1.34484,0.00128753,0.00112588,0.000982522,0.000862711,0.000891092,0.000346434,0.00014914,0.000231165,0.000206845,0.000296431,0.000610898,0.00108311,1386.5,2137.71,4.78321,34.2163,4052.33,-23.1339,35.201,141.238,234.396,440.334,665.299,902.764,1110.32,1332.47,1555.26,1770.73,2003.21,0.00253279,0.0120997,0.00774777,0.0024539,0.000236385,0.00462341,0.00277361,0.000932227,0.00035772,0.00142042
1,-37.6705,-28.6162,0.0137432,-105.515,92.9678,-15.748,8.51616,12.7644,14.9495,-1.91421,-4.16764,-4.9932,-6.87595,-13.1054,-15.5149,1.76972,0.00249959,0.00203058,0.00148885,0.00108369,0.000885077,0.000449106,0.000386562,0.000551865,0.000635694,0.000858436,0.00141842,0.0022379,981.554,1450.31,5.14331,47.7698,3111.25,-32.038,38.9777,103.465,219.584,442.537,665.751,891.296,1108.2,1331.17,1553.62,1768.79,2003.0,0.00233219,0.0166818,0.00885898,0.00237828,9.93159e-05,0.00382462,0.00237294,0.000916403,0.00027521,0.00111351
2,-37.2383,-28.6162,0.0117701,-119.724,98.8446,-6.90366,0.523968,16.4979,14.1812,-0.0367883,-6.37326,-6.8646,-4.6264,-14.6291,-17.3226,2.13399,0.00322928,0.00259716,0.00182966,0.00125613,0.00089698,0.000482779,0.000451,0.000632898,0.000763001,0.00109889,0.00188844,0.00293309,828.902,1342.66,6.68501,74.5713,2856.09,-33.5603,40.8407,106.828,218.405,443.782,665.213,886.954,1107.13,1330.48,1554.15,1771.14,2001.82,0.00163178,0.0200197,0.00858803,0.00234342,0.000145077,0.00313646,0.00220162,0.000808098,0.000244832,0.000872337
3,-38.5844,-29.7485,0.0110027,-131.206,101.708,-4.9244,-3.56789,15.5882,9.3797,0.597501,-7.40794,-5.89807,-7.5334,-14.0094,-14.6256,0.449841,0.00195188,0.00162386,0.00121844,0.000875991,0.000617749,0.000271879,0.000180666,0.000253555,0.000292366,0.000481426,0.000972451,0.00169239,826.825,1312.97,7.09507,81.7423,2489.31,-33.5995,39.8258,96.6343,225.846,443.496,664.973,893.841,1106.54,1329.73,1554.35,1770.36,2002.24,0.00138148,0.0150268,0.00841257,0.00221486,0.000129692,0.00270352,0.0020265,0.000730656,0.000253917,0.000647441
4,-39.17,-30.5453,0.0116195,-140.796,104.538,0.410347,-9.27514,15.4659,10.5772,-1.97035,-6.74385,-8.28317,-5.15229,-15.8549,-16.5936,1.34707,0.00181611,0.00150001,0.00110344,0.000776213,0.000537688,0.000247124,0.000180903,0.000260679,0.000306308,0.000483475,0.000930328,0.00158597,782.276,1292.1,7.92652,96.6302,2447.99,-34.0688,40.2023,92.3287,224.046,443.397,664.862,886.841,1106.15,1329.73,1553.4,1773.97,2001.48,0.00104499,0.014369,0.00797211,0.00211902,0.000183781,0.0024652,0.00185754,0.000645642,0.000279147,0.000505302
5,-38.6962,-30.4339,0.0109663,-144.7,105.627,4.79205,-9.78836,14.0503,10.4099,-1.41108,-7.3653,-5.13642,-5.00289,-15.6509,-16.285,0.582194,0.00206607,0.00167481,0.00119657,0.000823158,0.00055679,0.000275052,0.000227676,0.000329963,0.000402624,0.000616557,0.00112575,0.00184013,719.393,1251.66,8.43605,106.172,2410.51,-34.6418,41.1096,221.105,443.286,664.542,885.637,1106.33,1330.16,1553.3,1775.46,2001.94,2223.47,0.0156735,0.00768485,0.00210275,0.000202016,0.00233142,0.00170041,0.000549995,0.00029118,0.000429058,0.000632432
6,-39.1988,-30.4339,0.0101129,-149.468,105.24,7.7103,-11.761,12.0016,9.74774,-2.47351,-8.83439,-3.73127,-6.72568,-18.2698,-13.9118,1.98031,0.00178773,0.00146478,0.00106914,0.000749284,0.000506329,0.000237183,0.000177339,0.000256726,0.000316819,0.000501635,0.000945607,0.00157772,715.65,1295.67,8.83408,110.826,2237.02,-34.1718,40.9865,91.3914,222.934,443.178,664.882,886.386,1106.6,1329.99,1553.74,1775.01,2001.44,0.000748417,0.0145304,0.00740056,0.0020034,0.000248688,0.00221094,0.00155026,0.000499142,0.00028794,0.000378784
7,-39.9025,-31.1468,0.00996253,-153.539,105.712,11.4788,-11.392,10.5129,8.77671,-1.45006,-6.43556,-5.07574,-5.95564,-14.1848,-15.6284,0.485748,0.00163155,0.00134249,0.000987697,0.000697006,0.000469601,0.000216119,0.000155026,0.00022107,0.000273525,0.000443807,0.000852304,0.00143455,692.538,1284.77,9.10035,114.85,2201.78,-34.5712,41.0133,107.151,223.685,443.143,664.561,882.949,1106.76,1329.74,1554.07,1774.7,2002.07,0.000824397,0.0138984,0.00712751,0.00202206,0.000275043,0.00209569,0.00140196,0.000432678,0.000266159,0.000332539
8,-40.0326,-31.3759,0.00984816,-155.651,105.297,11.6007,-13.8697,12.895,7.75823,-2.12931,-9.40505,-4.2609,-5.70534,-15.1035,-15.8323,-0.924758,0.00161897,0.0013256,0.000967428,0.000678132,0.000452993,0.000213192,0.000158949,0.00022408,0.000282785,0.000454537,0.000861326,0.00143186,690.129,1294.78,9.1202,114.312,2216.49,-34.5989,41.2736,222.824,443.187,665.033,884.72,1106.75,1330.11,1553.18,1774.54,2002.01,2222.94,0.0139384,0.00687712,0.00190134,0.000284194,0.00197766,0.00127541,0.000408053,0.000225467,0.000310113,0.000601382
9,-40.1329,-31.4815,0.00964549,-161.035,107.463,13.7494,-15.0553,10.5739,12.0781,-4.25342,-10.1122,-5.33923,-2.59195,-14.1662,-18.9749,-0.830122,0.00153497,0.00126198,0.00092714,0.00065355,0.000435702,0.000207652,0.000157407,0.000218801,0.000277064,0.000441819,0.000826293,0.00136091,679.785,1277.18,9.32697,120.123,2220.38,-34.9422,41.3365,83.2533,222.773,443.283,664.735,883.206,1106.93,1330.08,1553.71,1774.32,2000.91,0.000608942,0.0136315,0.00656846,0.00189108,0.000276105,0.00185792,0.00115902,0.000383901,0.000184409,0.000300747
