,loudness-dBFS,loudness-TP,loudness-dB,mfcc-0,mfcc-1,mfcc-2,mfcc-3,mfcc-4,mfcc-5,mfcc-6,mfcc-7,mfcc-8,mfcc-9,mfcc-10,mfcc-11,mfcc-12,chroma-A,chroma-A#,chroma-B,chroma-C,chroma-C#,chroma-D,chroma-D#,chroma-E,chroma-F,chroma-F#,chroma-G,chroma-G#,specshape-centroid,specshape-spread,specshape-skewness,specshape-kurtosis,specshape-rolloff,specshape-flatness,specshape-crest,sinefeaturefreqs-0,sinefeaturefreqs-1,sinefeaturefreqs-2,sinefeaturefreqs-3,sinefeaturefreqs-4,sinefeaturefreqs-5,sinefeaturefreqs-6,sinefeaturefreqs-7,sinefeaturefreqs-8,sinefeaturefreqs-9,sinefeaturemags-0,sinefeaturemags-1,sinefeaturemags-2,sinefeaturemags-3,sinefeaturemags-4,sinefeaturemags-5,sinefeaturemags-6,sinefeaturemags-7,sinefeaturemags-8,sinefeaturemags-9
0,-78.1504,-63.0744,0.000277854,-252.329,16.3714,7.00956,1.70141,13.8136,8.67241,5.88726,-1.97955,0.567061,5.01475,5.04758,0.817451,0.943629,1.29335e-06,1.2346e-06,1.20125e-06,1.26074e-06,1.29783e-06,1.3045e-06,1.30677e-06,1.28917e-06,1.27353e-06,1.31201e-06,1.31661e-06,1.30162e-06,3121.19,5287.68,2.03798,6.14388,17216.3,-10.0401,39.5059,243.783,385.437,464.975,603.464,718.223,891.662,1070.64,1774.71,2209.21,2582.18,7.17896e-05,4.05529e-05,2.15962e-05,1.66606e-05,3.45144e-05,1.70751e-05,1.77423e-05,3.99146e-05,2.58624e-05,1.61512e-05
1,-71.1237,-53.5717,0.00550949,-268.992,5.68682,7.62742,-2.12972,10.7844,11.917,13.6205,0.205885,-2.30294,1.3349,3.79907,4.04795,6.74762,6.23173e-07,5.69649e-07,5.42545e-07,5.75538e-07,5.99749e-07,6.1542e-07,6.24862e-07,6.24038e-07,6.18695e-07,6.32639e-07,6.24841e-07,6.12527e-07,3961.17,5961.12,1.60968,4.33249,18626.7,-8.28398,38.296,157.868,261.934,401.583,470.279,726.319,1451.52,1766.41,0.0,0.0,0.0,4.73114e-05,2.88061e-05,2.37561e-05,1.9995e-05,1.91224e-05,1.75585e-05,5.03634e-05,0.0,0.0,0.0
2,-45.1778,-30.6284,0.0142402,-82.1041,-7.62572,16.936,15.5722,-8.59044,18.5508,1.82495,5.50547,1.72172,-3.23512,-6.2914,-0.823505,-5.49063,3.89292e-05,3.83528e-05,3.60383e-05,3.33468e-05,3.33849e-05,3.67122e-05,3.42029e-05,3.9338e-05,4.15e-05,3.77145e-05,3.83831e-05,3.99516e-05,5810.84,5165.57,0.560668,2.38654,14981.7,-6.85323,27.7812,179.567,340.453,519.16,758.389,999.728,1166.86,1387.04,1613.69,1826.05,1939.46,0.00215554,0.000704126,0.000612163,0.000146844,0.000386731,0.000301863,0.000164576,0.000327617,0.000162684,0.000175385
3,-36.9297,-23.977,0.0287569,2.22684,5.41424,9.4561,14.4515,-6.84236,22.7342,6.36306,6.35784,-0.71974,-0.036474,-3.43384,0.222068,-3.58188,0.00170754,0.00148325,0.00114562,0.000995588,0.000963866,0.00103776,0.00119191,0.00138625,0.00153561,0.00157293,0.0015969,0.00171191,4425.79,4764.12,0.994704,3.09943,13475.6,-9.03305,30.8445,198.896,572.421,662.778,824.979,971.975,1099.84,1218.21,1492.12,1631.12,1754.15,0.0147898,0.000995875,0.00156772,0.000986267,0.0020331,0.00123133,0.00122034,0.00282559,0.00125874,0.00153006
4,-30.8251,-22.6831,0.0328462,5.17912,19.7633,14.528,23.3878,-1.89812,20.9026,7.6631,8.21102,-4.96018,2.96453,-0.80186,3.5294,0.367659,0.0122614,0.0106553,0.00901033,0.0079299,0.0064486,0.00551987,0.00572657,0.00634496,0.00686104,0.00766968,0.00957039,0.0118066,2766.85,4118.09,1.70557,5.19848,11828.2,-13.1778,36.9788,212.387,410.548,614.277,854.141,992.853,1193.08,1396.54,1502.25,1633.65,1780.63,0.0388053,0.00268437,0.0036817,0.000900268,0.00180053,0.00116211,0.000946674,0.0018365,0.00113137,0.00177326
5,-29.6703,-21.241,0.0343714,-48.6327,46.0211,19.0427,29.9027,2.87097,15.9867,5.55095,17.9598,3.64298,7.58035,-5.69576,-0.768674,-0.250685,0.00807907,0.00857216,0.00939122,0.0102938,0.0104892,0.0108828,0.0118867,0.012792,0.0125241,0.0108888,0.00924368,0.0081994,1094.81,2606.87,3.62105,17.2063,6704.99,-22.1407,39.7092,152.066,371.096,613.546,766.242,962.148,1134.33,1428.04,1649.34,1734.51,1859.13,0.0414839,0.00310126,0.00215608,0.000799735,0.00102362,0.00149087,0.000706044,0.000256121,0.000345643,0.000358719
6,-29.276,-20.333,0.0356308,-94.2746,65.4405,29.0242,37.8541,3.01517,22.752,13.4701,12.9672,-2.38743,4.22959,-0.25204,1.6191,1.47419,0.0222915,0.0199351,0.0174799,0.0162301,0.0149257,0.0148887,0.0168892,0.0193134,0.020058,0.0194377,0.0202238,0.0220856,464.128,1469.73,7.05427,61.7699,1341.84,-32.1866,41.2363,183.82,374.019,463.429,613.559,743.782,874.299,970.903,1120.09,1340.42,1481.52,0.0512472,0.00154105,0.000753191,0.00098569,0.000956677,0.000415253,0.000266643,0.000281375,0.000292148,0.000498751
7,-28.9635,-20.333,0.036335,-125.942,66.4556,28.087,37.8955,10.6121,28.0647,16.3221,11.552,1.78032,3.69211,4.72996,1.08368,-0.60727,0.0160084,0.0135762,0.0110922,0.00987059,0.00924923,0.00998561,0.0123185,0.0147916,0.0156646,0.0151379,0.0153654,0.0163623,369.117,1215.79,8.93209,99.1109,681.983,-35.1855,42.3089,185.289,379.08,639.606,748.751,995.071,1090.09,1266.34,1343.18,1485.89,1684.75,0.0478274,0.000724443,0.000412751,0.000777135,0.000149352,0.000259299,4.10349e-05,5.93468e-05,0.000347093,0.000224737
8,-28.7935,-21.3509,0.0286439,-143.005,74.2274,34.8633,30.2339,8.67967,20.9097,13.8014,9.88428,3.52944,3.63501,-1.83067,-2.56188,-1.25862,0.00696805,0.00535376,0.00389327,0.00337524,0.00373863,0.00528154,0.00774281,0.00996832,0.0106771,0.00977722,0.00862731,0.00791822,363.522,1215.76,10.013,122.452,706.444,-34.5787,44.1967,181.253,622.496,752.869,868.742,996.337,1107.3,1486.1,1848.27,2074.49,2231.13,0.0419918,0.000462242,0.000523695,0.000220119,0.000175015,0.000190859,0.000343152,9.6994e-05,3.79301e-05,5.5171e-05
9,-30.8593,-22.5052,0.0254312,-153.408,79.4258,36.5822,31.838,11.3529,20.3029,19.725,7.08556,3.90252,2.09471,-2.75608,-2.95939,3.38592,0.0142831,0.0115528,0.00873922,0.00706315,0.0059585,0.00617572,0.00800981,0.0101577,0.0112185,0.0115232,0.0127481,0.0145075,310.934,1013.83,12.7127,197.03,337.431,-37.9814,43.1323,197.187,493.328,612.17,744.814,868.171,998.458,1065.33,1271.78,1382.16,1504.2,0.0464421,0.0004383,0.000539425,0.000289448,0.00017304,0.00011365,9.7403e-05,0.000126969,0.000137679,0.00020909
10,-31.8927,-23.0688,0.0233482,-164.644,82.6588,40.2771,28.0247,17.976,22.4621,19.7113,7.07093,1.02754,-0.486034,-2.73922,-0.840414,3.34899,0.00881806,0.00775068,0.00674553,0.00624146,0.00579748,0.00606734,0.00730875,0.00866167,0.00908733,0.00864388,0.0085734,0.00897532,288.042,982.112,13.9774,231.902,314.359,-38.4766,42.4051,181.382,508.778,621.368,750.582,849.161,986.588,1105.37,1241.04,1337.54,1466.54,0.0362648,0.000436889,0.000470825,0.00018984,9.91414e-05,6.70469e-05,0.000102191,8.71007e-05,0.000103136,0.000199004
11,-32.635,-23.8461,0.0177712,-176.425,80.6375,40.2299,26.1695,22.3518,19.3746,18.2214,5.04979,3.96924,0.0880971,-7.72118,-0.733207,1.74434,0.00207631,0.0025417,0.00331587,0.00383833,0.00369476,0.00358661,0.00387035,0.0042059,0.00412969,0.00349171,0.0027163,0.00215213,311.887,1139.8,12.3796,179.587,431.825,-36.5436,41.9428,155.348,258.627,475.991,627.218,749.401,880.949,983.304,1105.5,1231.14,1314.11,0.0254674,0.0144271,0.000395119,0.000433552,0.000101436,4.00373e-05,6.03846e-05,0.000191775,9.14147e-05,2.71942e-05
