param-0,param-1,loudness-dBFS,loudness-TP,loudness-dB,mfcc-0,mfcc-1,mfcc-2,mfcc-3,mfcc-4,mfcc-5,mfcc-6,mfcc-7,mfcc-8,mfcc-9,mfcc-10,mfcc-11,mfcc-12,chroma-A,chroma-A#,chroma-B,chroma-C,chroma-C#,chroma-D,chroma-D#,chroma-E,chroma-F,chroma-F#,chroma-G,chroma-G#,specshape-centroid,specshape-spread,specshape-skewness,specshape-kurtosis,specshape-rolloff,specshape-flatness,specshape-crest,sinefeaturefreqs-0,sinefeaturefreqs-1,sinefeaturefreqs-2,sinefeaturefreqs-3,sinefeaturefreqs-4,sinefeaturefreqs-5,sinefeaturefreqs-6,sinefeaturefreqs-7,sinefeaturefreqs-8,sinefeaturefreqs-9,sinefeaturemags-0,sinefeaturemags-1,sinefeaturemags-2,sinefeaturemags-3,sinefeaturemags-4,sinefeaturemags-5,sinefeaturemags-6,sinefeaturemags-7,sinefeaturemags-8,sinefeaturemags-9
0.0,0.0,-145.710823655914,-288.6433911290322,0.016339580645161292,-1837.0167978494628,7.802314516128962,6.03586774193571,0.5388506989246394,-1.8124983870967353,-2.7434252688173104,-2.866880107526734,-2.7638623655914394,-2.0511732258063686,-1.368834354839202,-0.41069747311817445,0.2961025430104657,0.8240902688171782,0.009739456451612904,0.03781246612903226,0.05236716935483871,0.0551096311827957,0.015773491397849462,0.002207524731182796,0.00023032086021505376,9.538305376344085e-05,8.815265053763441e-05,0.0001201799193548387,0.00026661849462365593,0.0011750860215053764,10186.673838709676,5914.328720430105,4.040583494623656,252.45682844086022,19366.348026881715,-4.644954301074852,3.697465591397849,37.91038548387097,103.82695698924731,125.27763440860215,128.59247311827957,132.59209677419352,137.23483870967743,139.57155913978497,142.04091397849461,144.0917741935484,146.37586021505376,0.02189639059139785,0.0016300817473118281,1.4661075268817204e-06,1.439451612903226e-06,1.390609139784946e-06,1.3480537634408603e-06,1.3291634408602152e-06,1.3174086021505376e-06,1.3056166666666667e-06,1.2924370967741934e-06
0.0,0.05,-38.580361290322585,-24.377107956989246,0.025230622580645165,-305.2107623655914,34.10839107526883,67.5726559139785,38.29733086021505,29.164015322580642,13.323553279569893,10.285394193548386,9.712668602150538,10.430823225806451,6.814949784946237,6.388244311827956,7.100051451612904,8.200453064516129,0.02573584204301075,0.05337429946236559,0.06761408559139785,0.07088195295698924,0.03190721193548387,0.01848514715053764,0.016410540913978495,0.015922075951612904,0.015599783419354838,0.016127666220430107,0.016512097204301072,0.017408713655913982,114.4725747311828,724.1879193548388,25.749598602150538,817.6183781182796,188.29263387096776,-50.721527419354835,48.664012365591404,46.87518494623656,67.44689247311828,97.05623655913978,105.29736559139783,108.12462365591398,110.27064516129032,114.68236559139784,119.40962365591398,120.59806451612903,123.16510752688171,0.031126346021505377,0.0016288841021505377,2.337892473118279e-06,2.1998709677419354e-06,2.1545107526881723e-06,2.1267096774193547e-06,2.0616612903225807e-06,2.0073532258064517e-06,1.99337688172043e-06,1.967621505376344e-06
0.0,0.1,-33.044133333333335,-18.843483172043012,0.03413756456989247,-292.97764564516126,47.077832795698924,73.69352311827956,38.94524295698925,24.730640102150534,14.283865860215052,10.388693978494624,8.82057193548387,10.620522258064517,8.10989370967742,5.302638333333333,8.12223177419355,6.972507473118279,0.07368985967741937,0.10004183978494623,0.11334096639784948,0.11817934516129032,0.08025960430107527,0.0672580935483871,0.064890106827957,0.06334450077419354,0.06208081756989247,0.06409582557526881,0.06519644365591398,0.0660648564516129,98.11855913978496,514.8439408602151,34.99512241935484,1406.231246451613,198.57449838709678,-55.89159784946237,48.69044139784946,49.414117204301085,102.47370967741936,105.60397849462366,110.70634408602152,113.7894623655914,115.89672043010754,118.81752688172044,120.43043010752689,121.93860215053765,124.42231182795699,0.041956194623655914,2.97958064516129e-06,2.910983870967742e-06,2.806231182795699e-06,2.7525161290322583e-06,2.7204301075268815e-06,2.6768870967741936e-06,2.6505860215053764e-06,2.630586021505376e-06,2.5931451612903227e-06
0.0,0.15,-29.804220967741937,-15.606141236559141,0.04305976021505377,-284.4086456989247,56.41069408602151,74.58668978494623,37.245234569892474,24.134466430107526,14.480665752688173,11.36348317204301,8.883251075268815,9.508508978494625,7.499707209677419,7.3559504301075265,7.188313118279571,7.390222311827957,0.15360153924731182,0.17781517258064516,0.18954791344086022,0.19700175268817208,0.16083072741935484,0.14852632043010752,0.14566904456989246,0.1423626636236559,0.1395312086989247,0.1440246374032258,0.14631965967741936,0.1471435376344086,93.56760322580647,430.5487419354839,42.14672032258065,1998.3452068817205,207.90909784946237,-58.86184731182795,48.702088709677426,49.42655806451613,102.59994623655913,109.81548387096774,115.58973118279569,118.45161290322581,121.60752688172043,123.20698924731182,128.14806451612904,135.49145161290323,136.7221505376344,0.05117887419354838,3.7203870967741934e-06,3.5264139784946235e-06,3.404747311827957e-06,3.3523279569892475e-06,3.2980268817204303e-06,3.2674569892473122e-06,3.188591397849462e-06,3.081247311827957e-06,3.06136559139785e-06
0.0,0.2,-27.504063978494624,-13.310020806451615,0.051996182258064516,-280.4335956989247,62.24178440860215,79.02524193548388,35.63246446236559,22.618853010752684,13.929957096774194,12.40114758064516,8.854910107526882,9.911542365591398,6.81005326827957,7.28414569892473,7.743033064516129,7.28592376344086,0.2654728268817204,0.2866961521505376,0.2962367182795699,0.30735124892473115,0.27362258440860215,0.26229187150537636,0.2587494084946237,0.2529785701827957,0.24795305778494622,0.25591616385483873,0.2598838448387097,0.2606467865591398,92.19705107526882,392.6915268817204,47.37300284946235,2525.0484029569893,215.82698064516129,-60.961240483870974,48.707910215053765,53.96857365591397,123.76096774193549,125.55591397849463,132.1215053763441,139.87698924731183,141.6528494623656,142.97634408602153,145.74838709677417,147.41758064516128,150.69591397849464,0.06040223837473118,3.944069892473118e-06,3.9100483870967745e-06,3.7943333333333337e-06,3.645333333333334e-06,3.61958064516129e-06,3.6021935483870965e-06,3.564403225806452e-06,3.553709677419355e-06,3.5215967741935485e-06
0.0,0.25,-25.718700537634415,-11.528691774193547,0.06094515806451612,-274.32842634408604,66.12419354838708,79.06591182795698,36.17396747311828,21.794788870967743,14.051131075268819,11.45490188172043,10.34578446236559,9.297578150537634,6.876029424731182,7.564358064516127,7.3118656989247315,6.91432440860215,0.4093011897849463,0.42668226666666664,0.4334049908602151,0.44922523279569887,0.4186325225806452,0.40855215860215055,0.4041285379032258,0.39518967491397855,0.38734369031182797,0.3997677711666666,0.40588623688172043,0.4065718586021505,91.19482150537635,356.1105,52.01280752688172,3049.133350483871,222.44293602150535,-62.3899514516129,48.711090322580645,49.458505376344085,115.38629032258063,129.88370967741935,133.92354838709676,141.50091397849462,143.66838709677418,146.29424731182795,149.92779569892474,154.85516129032257,156.35059139784946,0.06962588817204302,4.7828440860215055e-06,4.417413978494624e-06,4.340978494623656e-06,4.217865591397849e-06,4.188779569892473e-06,4.150048387096775e-06,4.102123655913979e-06,4.055661290322581e-06,4.03558064516129e-06
0.0,0.3,-24.258874731182797,-10.058454623655916,0.06990530752688173,-270.6176586021505,70.65419731182796,79.27162419354839,35.62218892473118,21.07677107526882,13.896877795698925,13.043589516129032,9.444402419354839,8.471635204301075,7.939087096774194,7.478695215053762,6.975111612903227,7.3627158602150535,0.5850865268817205,0.5977733908602151,0.6010526510752688,0.6226237311827957,0.5958603494623655,0.5873070123655914,0.5818062187634407,0.5689958143225806,0.5577031221935483,0.5755793688548387,0.5843268954838711,0.5849187860215053,90.5784758064516,328.81093010752693,56.90912752688172,3653.1999327419353,227.96832741935484,-63.78347532258065,48.71302365591398,49.479110752688165,139.4723064516129,136.4572580645161,139.9339247311828,144.66881720430106,147.8695698924731,150.04999999999998,151.58586021505377,154.94629032258067,156.40247311827957,0.0788498123655914,5.786178494623656e-06,4.913043010752688e-06,4.8551075268817205e-06,4.776005376344086e-06,4.72047311827957e-06,4.690408602150538e-06,4.667279569892473e-06,4.629322580645161e-06,4.6142956989247316e-06
0.0,0.35,-23.023730645161294,-8.813670913978495,0.07887517634408603,-267.3639,73.76085161290322,80.82897903225806,34.17432849462366,20.5517873655914,14.346885005376343,13.180474860215053,9.74831188172043,8.3996835,7.027251451612902,8.444472634408601,6.819610322580646,6.884976397849463,0.7928302795698925,0.7999714892473118,0.7991811344086021,0.8275479247311829,0.8053081935483871,0.7985580752688172,0.7917844723118278,0.7743984020107529,0.759032780204301,0.7833526648225806,0.7952074067741935,0.7956893166666666,90.55009838709677,315.57559677419357,60.3178111827957,4136.787226290323,232.63067096774193,-64.74630193548388,48.713960215053774,49.50362311827957,134.89994623655915,147.16978494623658,151.43086021505377,153.8317204301075,157.28306451612903,159.10096774193548,160.62860215053763,164.45736559139786,165.78510752688172,0.08807505860215054,5.721559139784946e-06,5.357870967741936e-06,5.292059139784947e-06,5.246532258064516e-06,5.1969677419354845e-06,5.1681612903225805e-06,5.155639784946236e-06,5.113559139784946e-06,5.101435483870968e-06
0.0,0.4,-21.95302795698925,-7.735120322580645,0.08785357741935484,-263.68720322580646,76.49435698924732,80.37624247311828,33.983219999999996,20.950896596774196,14.307357405376342,12.540671967741934,9.711209462365591,9.201561989247312,7.422735376344086,7.103537204301075,6.8795037634408605,8.07712682795699,1.0325326344086023,1.0332761451612904,1.0277906827956989,1.0639984408602152,1.0469753548387097,1.0423057284946236,1.0340626836021507,1.0113978112580646,0.9913328938064516,1.0230874838010753,1.0385275000537635,1.038883269892473,90.36122580645163,297.0137311827957,64.14354499999999,4694.030816451614,236.5915241935484,-65.67178467741935,48.71441397849463,54.97725913978494,142.91795698924733,146.73860215053762,150.37021505376345,155.18575268817204,156.82876344086023,158.21973118279573,161.00596774193548,162.28698924731182,166.84032258064516,0.09730082261129032,6.015193548387096e-06,5.939424731182796e-06,5.869629032258065e-06,5.796182795698924e-06,5.764747311827957e-06,5.748806451612903e-06,5.704172043010752e-06,5.689263440860215e-06,5.625854838709678e-06
0.0,0.45,-21.00801182795699,-6.783908602150538,0.09683922634408602,-260.3852451612903,78.82188440860216,80.266638172043,33.749772096774194,20.655567166666668,14.319939887096773,13.03930606451613,9.469541962365591,8.88487870967742,7.740251720430107,7.614407043010753,5.779484516129033,8.686741451612903,1.3041929247311828,1.2976857365591399,1.286879564516129,1.3319731720430108,1.3208609086021506,1.3185479983870967,1.308640276935484,1.2799927729247313,1.254601430580645,1.294782680360215,1.3142861479569894,1.3144992693548385,90.3650811827957,285.4593387096774,66.90944510752689,5096.834016451613,239.98519784946234,-66.39823430107526,48.714487634408606,49.566722580645155,140.8298924731183,145.527688172043,148.09548387096774,152.5271505376344,154.0415053763441,155.5082258064516,161.0775806451613,162.44037634408602,166.94193548387096,0.10652788655913976,6.655790322580645e-06,6.55289247311828e-06,6.493403225806452e-06,6.403629032258064e-06,6.380736559139785e-06,6.354360215053763e-06,6.277172043010753e-06,6.257473118279571e-06,6.1851182795698925e-06
